SERIAL_NO,NAME,SITE_CLASS,DIS_ACCESS,ACCESS_DSC,COMMENTS,MAINT_BY,DESCRIPTION,TYPE,SUBURB,REGION,LOCAL_GOV_AREA,LONGITUDE,LATITUDE,join_siteI,POSTCODE,POSTCODE_SUBURB,,EVENTS
48,Andersons,BASIC,NONE,"Andersons can be found along Donnelly's Creek Rd, south of Code's Flat, just after crossing the bridge.","Located in the Toombon Gold-mines Historic Reserve, this remote and compact bushland site in an open, heathy dry forest is nice stop along the Aberfeldy Back Road Tour.  Set back about 80m from the Alberfeldy river continue through the site itself to fin",ERICA,Wood BBQ available,BBQ,TOOMBON,GIPPSLAND,BAW BAW,146.388869,-37.7233,69fa2d5e-557c-457a-9103-21bc2609f5eb,3825,3825 - TOOMBON,,https://freshlife.tk/bbq/
49,Ollies Jump Up,BASIC,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Ollies Jump Up is located at the 6.5km mark.,NA,DARGO,"Pit, and Wood BBQs available",BBQ,COWA,GIPPSLAND,WELLINGTON,147.277076,-37.3856,b860d407-5227-4b15-a0d9-eb5773b9d083,3862,3862 - COWA,,https://freshlife.tk/bbq/
50,Jimmy Iverson'S,BASIC,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Jimmy Iverson's is located at the 3.9km mark.,Another great camping area beside the Dargo River with room for multiple families.,DARGO,"Pit, and Wood BBQs available",BBQ,DARGO,GIPPSLAND,WELLINGTON,147.270965,-37.3996,b860d407-5227-4b15-a0d9-eb5773b9d083,3862,3862 - DARGO,,https://freshlife.tk/bbq/
51,Italian Flat,BASIC,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Italian Flat is located at the 2.7km mark.,This is one of the larger campsites on the Upper Dargo and provides a number of access points down to the Dargo river. Italian has plenty of picnic tables and fire places as well as a toilet.,DARGO,"Pit, and Wood BBQs available",BBQ,DARGO,GIPPSLAND,WELLINGTON,147.265484,-37.409,b860d407-5227-4b15-a0d9-eb5773b9d083,3862,3862 - DARGO,,https://freshlife.tk/bbq/
52,Two Mile Creek,BASIC,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Two Mile Creek is located at the 1.9km mark of the road.,*** SITE WILL BE CLOSED FROM MONDAY 26TH UNTIL FRIDAY 30TH OF APRIL 2021 FOR ROAD UPGRADE WORKS***                         Two Mile Creek is an easily accessible campsite which is located near the junction of Two Mile Creek and the Dargo River. There are,DARGO,"Pit, and Wood BBQs available",BBQ,COWA,GIPPSLAND,WELLINGTON,147.257321,-37.4081,b860d407-5227-4b15-a0d9-eb5773b9d083,3862,3862 - COWA,,https://freshlife.tk/bbq/
53,Black Snake Creek,BASIC,NONE,From Dargo Rd (C601) head Northwest along the rough 2wd route of Wonnangatta Rd for approximately 15km or 30 minutes.,This campground is situated near the junction of Black Snake Creek and the Wonnangatta River and provides a good jumping off point for 4WD trips further along the Wonnangatta Rd or around Dargo. Fishing is a popular activity in the Wonnangatta River and,DARGO,"Pit, and Wood BBQs available",BBQ,HAWKHURST,GIPPSLAND,WELLINGTON,147.140351,-37.4462,57f7b166-7696-4238-8a9b-8a1505e7de8f,3862,3862 - HAWKHURST,,https://freshlife.tk/bbq/
54,Black Snake East,VERY BASIC,NONE,Black Snake Creek East is situated approximately 500m Northeast of Black Snake Creek campground along Black Snake Creek 4WD Track. It can be accessed from the Wonnangatta Road approximately 15km or 30 minutes from its intersection with the Dargo Road (C6,This is a smaller campsite to the Northeast of Black Snake Creek main camping area. It provides closer access to the Black Snake Historic Walking Track.,DARGO,Wood BBQ available,BBQ,HAWKHURST,GIPPSLAND,WELLINGTON,147.145536,-37.4424,57f7b166-7696-4238-8a9b-8a1505e7de8f,3862,3862 - HAWKHURST,,https://freshlife.tk/bbq/
55,Blue Pool Day Visitor Area,BASIC,NONE,From Briagolong follow the Freestone Creek Road approximately 10km or 10 minutes to the Blue Pool carpark area. The lower carpark located just past the main Blue Pool area.,"Blue Pool is a popular day visitor area set on the banks of the Freestone Creek. With direct access to the Blue Pool swimming hole, it is a popular spot to cool off during the summer months.
Blue Pool is a place of great cultural significance to the Bra",BRIAGOLONG,Pit BBQ available,BBQ,BRIAGOLONG,GIPPSLAND,WELLINGTON,147.112698,-37.7791,57f7b166-7696-4238-8a9b-8a1505e7de8f,3860,3860 - BRIAGOLONG,,https://freshlife.tk/bbq/
56,Pretty Boy Hill,BASIC,NONE,From the intersection with Beverleys Rd travel 24.5km or 25 minutes North on the Dargo Road (C601) to the Pretty Boy Hill carpark.,Just past Cobbannah the Pretty Boy Hill picnic area provides a rest place en route to Dargo or a jumping off point for the Granite Creek and Track 96 walking tracks.,DARGO,"Pit, and Wood BBQs available",BBQ,DARGO,GIPPSLAND,WELLINGTON,147.190227,-37.6122,b860d407-5227-4b15-a0d9-eb5773b9d083,3862,3862 - DARGO,,https://freshlife.tk/bbq/
57,Lee Creek Camping Area,BASIC,NONE,From Briagolong travel around 30km or 45 minutes on the rough 2wd route of Freestone Creek Rd. From this campsite it is a further 12.5km North to the Bairnsdale-Dargo Rd (C601).,Lee Creek Camping Area is located at the junction of the Freestone Creek Road and Lee Creek Track. The site is located on Sportsmans Creek and is the last campsite on Freestone Creek Road before it continues to wind its way up to Cobbannah.,BRIAGOLONG,Pit BBQ available,BBQ,MOORNAPA,GIPPSLAND,WELLINGTON,147.159391,-37.6752,57f7b166-7696-4238-8a9b-8a1505e7de8f,3862,3862 - MOORNAPA,,https://freshlife.tk/bbq/
58,Lloyd'S Knob,BASIC,NONE,"From Briagolong follow the Freestone Creek Road approximately 24km or 40 minutes to the Lloyd's Knob Track. Turn left and the campsites can be found on the right, prior to crossing Freestone Creek. Alternatively it is located 16km or 35 minutes along Fre","A slightly larger campsite, Lloyd's Knob provides the last camping option along Freestone Creek.",BRIAGOLONG,Pit BBQ available,BBQ,MOORNAPA,GIPPSLAND,WELLINGTON,147.143448,-37.7032,57f7b166-7696-4238-8a9b-8a1505e7de8f,3862,3862 - MOORNAPA,,https://freshlife.tk/bbq/
59,Johnston'S Flat,BASIC,NONE,From Briagolong follow the Freestone Creek Road approximately 24km or 40 minutes to Johnston's Flat. Turn left down the access track and the campsite is located on the Freestone Creek.,A small campsite providing an alternative to the nearby Lloyd's Knob. This campsite is off the road and has close access to the Freestone Creek.,BRIAGOLONG,Pit BBQ available,BBQ,MOORNAPA,GIPPSLAND,WELLINGTON,147.141372,-37.7066,57f7b166-7696-4238-8a9b-8a1505e7de8f,3862,3862 - MOORNAPA,,https://freshlife.tk/bbq/
60,Shadeys Place,BASIC,NONE,From Briagolong follow the Freestone Creek Road approximately 20km or 30 minutes. Turn left down the access track and Shadey's Place campsite is located around 200m from the road on the Freestone Creek.,Shadey's Place is located a bit further off Freestone Creek Road and offers a quiet bush setting for a picnic or camp by the creek.,BRIAGOLONG,Pit BBQ available,BBQ,MOORNAPA,GIPPSLAND,WELLINGTON,147.122653,-37.7141,57f7b166-7696-4238-8a9b-8a1505e7de8f,3862,3862 - MOORNAPA,,https://freshlife.tk/bbq/
61,Mckinnon'S Point,BASIC,NONE,"From Briagolong follow the Freestone Creek Road approximately 12km or 15 minutes, turn left onto McKinnon's Point Track (4WD only) and follow to the campsite located above Freestone Creek.",Another campsite available on the Freestone Creek. Mckinnon's Point is the halfway point of the Freestone Walking Track and provides a convenient spot to stop for a picnic. The track from Freestone Creek Road also provides stunning views of the creek and,BRIAGOLONG,Wood BBQ available,BBQ,BRIAGOLONG,GIPPSLAND,WELLINGTON,147.106618,-37.7621,57f7b166-7696-4238-8a9b-8a1505e7de8f,3860,3860 - BRIAGOLONG,,https://freshlife.tk/bbq/
62,Froam,BASIC,NONE,From Briagolong follow the Freestone Creek Road approximately 10.5km or 500m past the Lower Blue Pool carpark.,A small campsite on the banks of the Freestone Creek. This is a close but slightly quieter setting than the Blue Pool Camping Area. Froam is located on the Freestone Walking Track.,BRIAGOLONG,Wood BBQ available,BBQ,BRIAGOLONG,GIPPSLAND,WELLINGTON,147.11414,-37.775,57f7b166-7696-4238-8a9b-8a1505e7de8f,3860,3860 - BRIAGOLONG,,https://freshlife.tk/bbq/
63,Collins Hut,BASIC,NONE,Appears in Access page,NA,DARGO,Wood BBQ available,BBQ,MIOWERA,GIPPSLAND,WELLINGTON,147.155208,-37.4975,57f7b166-7696-4238-8a9b-8a1505e7de8f,3088,3088 - MIOWERA,,https://freshlife.tk/bbq/
64,Carney'S Camp,BASIC,NONE,From Briagolong follow the Freestone Creek Road approximately 15km or 20 minutes to Carney's Camp on the Freestone Creek.,Carney's is is a small site located on a bend in the creek with plenty of space for swimming.,BRIAGOLONG,Pit BBQ available,BBQ,BRIAGOLONG,GIPPSLAND,WELLINGTON,147.113268,-37.7497,57f7b166-7696-4238-8a9b-8a1505e7de8f,3860,3860 - BRIAGOLONG,,https://freshlife.tk/bbq/
65,Connor Plain,VERY BASIC,NONE,From Licola follow the Jamieson-Licola Road (C486) for 21km. The Campsite is on the left just past the Black River Rd.,"This basic campsite is a convenient stop en route to Jamieson or whilst exploring the Barkly River, Mt Useful and Upper Goulburn Forests.",HEYFIELD,Wood BBQ available,BBQ,WOODS POINT,GIPPSLAND,WELLINGTON,146.493632,-37.5562,3a0e909b-a278-4c5b-8786-975c5ef4c4c9,3723,3723 - WOODS POINT,,https://freshlife.tk/bbq/
66,Mount Hedrick Picnic Area,BASIC,NONE,From the township of Heyfield take Weir Rd North for 10km and turn Right onto Lanigan Rd. Turn Left off Lanigan Rd onto Millers Rd and follow for 7.5km. At Bulldog Junction turn right and continue on Huggetts Rd until you reach the Mt Hedrick Picnic Area,NA,HEYFIELD,Wood BBQ available,BBQ,MAFFRA WEST UPPER,GIPPSLAND,WELLINGTON,146.808458,-37.8417,57f7b166-7696-4238-8a9b-8a1505e7de8f,3859,3859 - MAFFRA WEST UPPER,,https://freshlife.tk/bbq/
67,Collins Flat,BASIC,NONE,From Dargo travel 6km (10 minutes) up the Dargo High Plains Road and turn right onto Upper Dargo Road. Collins Flat is located at the 15km mark.,Collins Flat is the last of the main camping areas along the Upper Dargo Road but is just as scenic as the previous sites.,DARGO,Pit BBQ available,BBQ,DARGO,GIPPSLAND,WELLINGTON,147.298637,-37.3385,b860d407-5227-4b15-a0d9-eb5773b9d083,3862,3862 - DARGO,,https://freshlife.tk/bbq/
68,Canoe Site,BASIC,NONE,"The starting point of the Gunbower Island Canoe Trail is located about 6 kms south of the Koondrook Township. From Koondrook head south along the Kerang-Koondrook Road,  turn left onto Koondrook Track and head into Gunbower Island. Follow the track past","The starting point of the unique Gunbower Island Canoe Trail. Come enjoy Gunbower's unique and diverse wonderland of waterbirds, wildlife and aquatic plants. Launch your canoe from the jetty or just have a picnic and explore the river red gum wetlands
",COHUNA,Wood BBQ available,BBQ,GANNAWARRA,LODDON MALLEE,GANNAWARRA,144.147868,-35.6854,f3aaef44-43be-4557-b572-5de293dd1d85,3568,3568 - GANNAWARRA,,https://freshlife.tk/bbq/
69,Twin Bridges,BASIC,NONE,"The Twin Bridges Recreation site is located about 3 km south of the Koondrook Township. From Koondrook head south along the Kerang-Koondrook Road, turn left onto Koondrook Track and head into Gunbower Island. 
","Set on Gunbower Creek water frontage in river red gum forest, this site has it all. Come enjoy the beauty of nature, whilst having access to comforts such as a toilet block, bbqs and picnic tables
",COHUNA,Wood BBQ available,BBQ,KOONDROOK,LODDON MALLEE,GANNAWARRA,144.129551,-35.663,f3aaef44-43be-4557-b572-5de293dd1d85,3580,3580 - KOONDROOK,,https://freshlife.tk/bbq/
70,Reedy Lagoon,BASIC,NONE,Reedy Lagoon Recreation Site is located 11 kms north of the Cohuna Township on Gunbower Creek. From Cohuna head north along the Cohuna-Koondrook Road. Turn right at Spences Bridge Road and enter Gunbower Island. Continue past Spences Bridge Recreation Si,"A tranquil quiet camp ground on Gunbower Creek for those who enjoy no frills camping. Basic facilities ( BBQs and Picnic tables) provided. Enjoy the sights and sounds of the surrounding river red gum forest. BBQs and picnic tables provided
",COHUNA,Wood BBQ available,BBQ,COHUNA,LODDON MALLEE,GANNAWARRA,144.199104,-35.7401,f3aaef44-43be-4557-b572-5de293dd1d85,3568,3568 - COHUNA,,https://freshlife.tk/bbq/
71,Five Sleeper,BASIC,NONE,The Five Sleeper Recreation Site is located just 4.5 kms from the Cohnua Township on Gunbower Island. The site is situated along the Gunbower Island Forest Drive. From Cohuna head north-east along Gunbower Island Road into Gunbower Island. Take the left,A tranquil quiet camp ground on Gunbower Creek for those who enjoy no frills camping. Basic facilities ( BBQs and Picnic tables) provided. Enjoy the sights and sounds of the surrounding river red gum forest.,COHUNA,Wood BBQ available,BBQ,COHUNA,LODDON MALLEE,GANNAWARRA,144.23905,-35.773,f3aaef44-43be-4557-b572-5de293dd1d85,3568,3568 - COHUNA,,https://freshlife.tk/bbq/
72,Carters Mill Picnic Area,BASIC,NONE,"From Mansfield follow the Mt. Buller Road to Sawmill Settlement, turn left onto Carters Road.",NA,MANSFIELD,Wood BBQ available,BBQ,MERRIJIG,HUME,MANSFIELD,146.369791,-37.1038,6f12e44a-29d7-4ca9-9756-bcb444962af4,3723,3723 - MERRIJIG,,https://freshlife.tk/bbq/
72,Carters Mill Picnic Area,BASIC,NONE,"From Mansfield follow the Mt. Buller Road to Sawmill Settlement, turn left onto Carters Road.",NA,MANSFIELD,Wood BBQ available,BBQ,MERRIJIG,HUME,MANSFIELD,146.369791,-37.1038,b860d407-5227-4b15-a0d9-eb5773b9d083,3723,3723 - MERRIJIG,,https://freshlife.tk/bbq/
73,James Reserve,BASIC,NONE,Turn off the Midland Highway onto Lima East Road at Swanpool. James Reserve is then about 12 kilometres on the right hand side. 2wd dirt road access.,"James Reserve is a lovely open grassy campsite, with beautiful creek frontage.  There are horse yards and about 10 campsites for you all to enjoy.",BENALLA SYDNEY RD,Wood BBQ available,BBQ,LIMA EAST,HUME,BENALLA,145.946877,-36.8369,6f12e44a-29d7-4ca9-9756-bcb444962af4,3673,3673 - LIMA EAST,,https://freshlife.tk/bbq/
74,Lima East,BASIC,NONE,NA,NA,BENALLA SYDNEY RD,Wood BBQ available,BBQ,LIMA EAST,HUME,BENALLA,145.943819,-36.8415,6f12e44a-29d7-4ca9-9756-bcb444962af4,3673,3673 - LIMA EAST,,https://freshlife.tk/bbq/
75,Tallangallook Road Picnic Area,BASIC,NONE,NA,NA,BENALLA SYDNEY RD,Wood BBQ available,BBQ,BONNIE DOON,HUME,MANSFIELD,145.887115,-36.9109,6f12e44a-29d7-4ca9-9756-bcb444962af4,3720,3720 - BONNIE DOON,,https://freshlife.tk/bbq/
76,Tallangallook Mine Area,BASIC,NONE,NA,NA,BENALLA SYDNEY RD,Wood BBQ available,BBQ,BONNIE DOON,HUME,MANSFIELD,145.879145,-36.9322,6f12e44a-29d7-4ca9-9756-bcb444962af4,3720,3720 - BONNIE DOON,,https://freshlife.tk/bbq/
77,Jones Reserve,BASIC,NONE,"Located off the Tatong Tolmie Road, turn into Jones Road","Popular campsite located on side of creek has horse yards,shady campsite with mature trees",BENALLA SYDNEY RD,"Pit, and Wood BBQs available",BBQ,ARCHERTON,HUME,BENALLA,146.144122,-36.8468,6f12e44a-29d7-4ca9-9756-bcb444962af4,3723,3723 - ARCHERTON,,https://freshlife.tk/bbq/
78,Stringybark Camping Area,BASIC,NONE,This large campsite is located along the Tatong Tolmie Road.,Stringybark campground offers both shady and sunny camping sites with some facilities including picnic tables and fire pits. There is a large cleared area suitable for playing ball games or flying kites.  Two double toilets service the campground.  A wal,BENALLA SYDNEY RD,Wood BBQ available,BBQ,ARCHERTON,HUME,BENALLA,146.201053,-36.8729,6f12e44a-29d7-4ca9-9756-bcb444962af4,3723,3723 - ARCHERTON,,https://freshlife.tk/bbq/
79,Dermody'S,BASIC,PARTIAL,From Maffra take the Maffra-Briagolong Road out of Maffra towards Boisdale. Continue through Boisdale towards Valencia Creek. Turn Left onto Luckman's Road (3km beyond Boisdale) and finally right into Warrigal - Tom's Road. Continue straight on Dermody R,"Dermody's is an easily accessible campsite in the Avon-Mt Hedrick NFSR which is suitable for families. Nestled alongside the Avon River, the water is just a short walk from this camping area.",HEYFIELD,Pit BBQ available,BBQ,BOISDALE,GIPPSLAND,WELLINGTON,146.917606,-37.8046,57f7b166-7696-4238-8a9b-8a1505e7de8f,3860,3860 - BOISDALE,,https://freshlife.tk/bbq/
80,Cheynes Bridge,BASIC,NONE,Approximately 30 minutes or 35km north of Heyfield on the Licola Rd C486.,"Cheyne's Bridge campsite area has easy access for caravans and camper trailers. Several separated overnight camping areas are available on the East side of the bridge and a day area is located on the West side.
This site is a popular destination for gro",HEYFIELD,Pit BBQ available,BBQ,GLENMAGGIE,GIPPSLAND,WELLINGTON,146.66855,-37.762,57f7b166-7696-4238-8a9b-8a1505e7de8f,3858,3858 - GLENMAGGIE,,https://freshlife.tk/bbq/
